"id","corporate_office","zone","circle","division","subdivision","section","rate_schedule_main_grp","tariff","rate_schedule_code","debit_rate","credit_rate","demand_based_tariff","time_of_day","voltage_class_kv","active_installations","inactive_installations","total_installations","metered_installations","unmetered_installations","total_metered_unmetered","dc_mnr_installations","installations_billed","installations_unbilled","total_billed_unbilled","ob_active","ob_inactive","ob_total","demand_active","demand_inactive","demand_total","collection_active","collection_inactive","collection_total","assessed_taxed_consumption","assessed_tax_exempted_consumption","metered_taxed_consumption","metered_tax_exempted_consumption","total_consumption","bill_cancellation_consumption","net_consumption","wheeled_energy_units","ob_revenue","ob_interest_rev_misc","ob_interest_tax","ob_tax","ob_total_sum","misc_revenue","misc_demand","misc_interest_rev_arrears","misc_total_sum","cur_revenue","cur_misc_demand","cur_interest_rev_arrears","cur_interest_tax","cur_tax","cur_total_sum","dr_adj_revenue","dr_adj_misc","dr_adj_tax","dr_adj_total","bc_revenue","bc_misc","bc_interest_rev_misc","bc_interest_tax","bc_tax","bc_total_sum","net_demand_revenue","net_demand_tax","coll_revenue","coll_interest_rev_misc","coll_interest_tax","coll_tax","coll_total_sum","cr_adj_revenue","cr_adj_misc","cr_adj_tax","cr_adj_total","net_iod","net_reversal_iod","suspense_to_rr_transfer","from_rr_transfer","to_rr_transfer","pc_revenue","pc_interest_revenue","pc_interest_tax","pc_tax","pc_total","net_collection","write_off","cb_revenue","cb_interest_rev_misc","cb_interest_tax","cb_tax","cb_total_sum","average_cost_of_supply","pct_live_installations","pct_billed_installations","pct_dc_mnr_installations","pct_metered_consumption","pct_assessed_consumption","pct_coll_eff_with_adj","pct_coll_eff_without_adj","ratio_arrears_to_demand","demand_per_unit","coll_per_unit_with_adj","coll_per_unit_without_adj","consumption_per_installation","pct_recovery_of_avg_cost","gst_tcs_ob","gst_tcs_demand","gst_tcs_debit_adjustment","gst_tcs_bill_cancellation","gst_tcs_net_demand","gst_tcs_collection","gst_tcs_credit_adjustment","gst_tcs_payment_cancellation","gst_tcs_cb"
"680","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Kengeri","Kengeri","LT","LT2","LT2A1-N","23.1117","61.1117","N","N","Upto 11","49919","3800","53719","49919","0","49919","0","46150","3769","49919","115321097.61","0.0","115321097.61","458814126.43","0.0","458814126.43","510819900.98","0.0","510819900.98","1843946.28","0.0","49720317.24","0.0","51564263.52","155686.29","51408577.24","0.0","115321097.61","1289456.79","42779.62","3845217.14","120498551.16","115321097.61","30672689.66","1163996.88","147157784.15","395534653.23","30672689.66","1163996.88","0.0","33630689.95","461002029.72","1844857.14","0.0","0.0","1844857.14","2238757.03","0.0","0.0","0.0","44871.76","2283628.78","458814126.43","33585818.19","510819900.98","1163915.19","0.0","37473277.18","549457093.35","165283.09","0.0","0.0","165283.09","7043821.26","215061.56","0.0","0.0","0.0","75395.08","0.0","0.0","0.0","75395.08","549546981.37","422315.93","62893007.13","1289538.48","0.0","0.0","64182545.61","9.92","100","92.4498","0","96.424","3.576","91.229","90.3475","0.105216","11.83","10.7924","10.6558","1032.9587","107.4171","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"681","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Kengeri","Kengeri","LT","LT2","LT2A1FL","23.1147","61.1147","N","N","Upto 11","683","52","735","683","0","683","0","631","52","683","1141788.69","0.0","1141788.69","7912334.57","0.0","7912334.57","7617040.7","0.0","7617040.7","26407.71","0.0","620581.17","0.0","646988.88","230.82","646758.06","0.0","1141788.69","24527.46","1706.3","94554.41","1262576.86","1141788.69","583953.8","16822.14","1742564.63","6703643.21","583953.8","16822.14","0.0","618673.36","7923092.51","17854.92","0.0","0.0","17854.92","10715.44","0.0","0.0","0.0","1070.21","11785.65","7912334.57","617603.15","7617040.7","16332.42","0.0","692464.73","8325837.86","22164.38","0.0","0.0","22164.38","119264.6","1300.44","0.0","0.0","0.0","22238.92","0.0","0.0","0.0","22238.92","8325763.32","2156.54","1434926.02","25017.17","0.0","19692.83","1479636.02","9.92","100","92.3865","0","95.9184","4.0816","87.2112","86.1384","0.1528","14.967","13.0529","12.8686","947.2751","129.7237","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"682","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Kengeri","Kengeri","LT","LT3","LT3-N","23.1217","61.1217","N","N","Upto 11","10063","766","10829","10063","0","10063","0","9303","760","10063","173765851.51","0.0","173765851.51","959091028.63","0.0","959091028.63","965194196.29","0.0","965194196.29","2146758.55","0.0","91971655.68","0.0","94118414.23","79575.17","94038839.06","0.0","173765851.51","3374393.46","77720.43","12767623.42","190405858.95","173765851.51","65532952.07","2165312.04","241464115.63","820662882.24","65532952.07","2165312.04","0.0","75726846.84","964087993.2","4035146.63","0.0","0.0","4035146.63","1003528.47","0.0","0.0","0.0","315301.21","1318829.68","959091028.63","75411545.64","965194196.29","2101655.5","0.0","85892881.21","1059855927.25","6381033.67","0.0","0.0","6381033.67","9600382.33","254050.1","0.0","0.0","0.0","3162738.7","0.0","0.0","0.0","3162738.7","1063074222.22","116869.57","167545814.28","3438050.01","0.0","2286287.84","173892363.32","9.92","100","92.4476","0","97.7191","2.2809","88.415","87.9146","0.143762","12.8518","11.3629","11.2609","9352.918","113.5169","420270.13","6869135.31","0.0","0.0","6869135.31","6667194.25","0.0","0.0","622211.19"
"683","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Kengeri","Kengeri","LT","LT5","LT5-N","23.1517","61.1517","N","N","Upto 11","3518","268","3786","3518","0","3518","0","3252","266","3518","73421638.19","0.0","73421638.19","452818306.98","0.0","452818306.98","442921944.42","0.0","442921944.42","982495.67","0.0","42270162.4","0.0","43252658.06","71110.69","43181547.38","0.0","73421638.19","2153098.84","134932.61","8196281.93","84299462.67","73421638.19","32860719.17","970467.71","107252825.07","385074861.2","32860719.17","970467.71","0.0","36063400.4","454969448.48","2892860.84","0.0","0.0","2892860.84","2811788.81","0.0","0.0","0.0","33291.02","2845079.83","452818306.98","36030109.39","442921944.42","937502.13","0.0","42756236.06","490213833.47","1847943.13","0.0","0.0","1847943.13","6532100.05","48305.59","0.0","0.0","0.0","170105.44","0.0","0.0","0.0","170105.44","491891671.17","143651.9","83174348.86","2186064.42","0.0","1470155.26","87350602.16","9.92","100","92.4389","0","97.7285","2.2715","87.9017","87.1922","0.154571","13.0654","11.4847","11.3337","12294.6726","114.2513","393511.1","3724673.39","0.0","0.0","3724673.39","3598150.87","0.0","0.0","520033.62"
"684","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Kengeri","Kengeri","LT","LT4","LT4-N","23.1417","61.1417","N","N","Upto 11","667","51","718","667","0","667","0","617","50","667","962642.15","0.0","962642.15","8827600.73","0.0","8827600.73","8154390.89","0.0","8154390.89","142678.57","0.0","3161941.17","0.0","3304619.74","6340.56","3298279.18","0.0","962642.15","15168.87","1350.19","144537.59","1123698.81","962642.15","591264.3","9797.26","1563703.71","7578683.8","591264.3","9797.26","0.0","677462.14","8857207.5","74257.11","0.0","0.0","74257.11","27463.28","0.0","0.0","0.0","2205.98","29669.26","8827600.73","675256.16","8154390.89","9353.42","0.0","784761.89","8948506.21","50351.69","0.0","0.0","50351.69","70700.25","2754.01","0.0","0.0","0.0","23490.74","0.0","0.0","0.0","23490.74","8975367.16","1089.68","1634762.31","15612.7","0.0","35031.86","1685406.87","9.92","100","92.5037","0","95.6825","4.3175","85.9367","85.8707","0.160589","3.1759","2.7293","2.7079","4954.4524","27.2972","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"685","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Magadi Road","Magadi Road","HT","HT","HT1","23.2507","61.2507","N","N","11","30","2","32","30","0","30","0","28","2","30","61026630.98","0.0","61026630.98","268888536.35","0.0","268888536.35","283960031.44","0.0","283960031.44","0.0","0.0","29775219.32","0.0","29775219.32","21027.56","29754191.76","0.0","61026630.98","672888.28","24417.41","3528068.2","65602215.04","61026630.98","19367995.75","1100619.6","81495246.33","226645189.68","19367995.75","1100619.6","0.0","19689940.87","266803745.9","1534457.9","0.0","0.0","1534457.9","228341.93","0.0","0.0","0.0","14080.86","242422.79","268888536.35","19675860.01","283960031.44","1086418.46","0.0","22918430.35","309925615.34","1873684.22","0.0","0.0","1873684.22","4024038.28","37832.58","0.0","0.0","0.0","258003.27","0.0","0.0","0.0","258003.27","311541296.28","173545.62","45781590.27","687089.42","0.0","285497.86","47130017.52","9.92","100","93.3333","0","100.0","0.0","89.7426","88.9826","0.134721","11.7491","10.544","10.4088","992507.3106","104.9279","350210.17","1986364.89","0.0","0.0","1986364.89","1960735.1","0.0","0.0","375839.96"
"686","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Magadi Road","Magadi Road","HT","HT","HT2A1-N","23.2607","61.2607","N","N","Upto 11","23","2","25","23","0","23","0","21","2","23","41003022.63","0.0","41003022.63","227494362.94","0.0","227494362.94","224787076.13","0.0","224787076.13","0.0","0.0","16205676.98","0.0","16205676.98","47169.3","16158507.68","0.0","41003022.63","1093766.98","50243.63","3292810.21","45582570.86","41003022.63","16465048.66","481267.01","57949338.3","194003167.6","16465048.66","481267.01","0.0","17547676.08","228497159.35","1030557.13","0.0","0.0","1030557.13","1431993.14","0.0","0.0","0.0","494.71","1432487.85","227494362.94","17547181.37","224787076.13","460339.38","0.0","19934249.28","246015524.48","250149.39","0.0","0.0","250149.39","2388786.4","118513.5","0.0","0.0","0.0","807612.6","0.0","0.0","0.0","807612.6","245458061.26","103993.23","43606316.2","1114694.61","0.0","905742.3","45807388.88","9.92","100","91.3043","0","100.0","0.0","86.4084","85.8853","0.159343","17.7393","15.3282","15.1808","704594.6513","153.0325","142727.42","871768.04","0.0","0.0","871768.04","833859.69","0.0","0.0","180635.77"
"687","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Magadi Road","Magadi Road","HT","HT","HT2A2-N","23.2237","61.2617","N","N","Upto 11","36","3","39","36","0","36","0","33","3","36","36576981.44","0.0","36576981.44","296477910.6","0.0","296477910.6","287173795.1","0.0","287173795.1","0.0","0.0","25991544.91","0.0","25991544.91","66483.74","25925061.17","0.0","36576981.44","970476.18","20259.5","2808614.87","40561548.74","36576981.44","20198972.9","392515.51","57168469.85","254203648.62","20198972.9","392515.51","0.0","23778519.6","298573656.63","1834550.67","0.0","0.0","1834550.67","743265.51","0.0","0.0","0.0","39758.12","783023.63","296477910.6","23738761.48","287173795.1","387646.76","0.0","26257348.38","315709280.56","95489.67","0.0","0.0","95489.67","3497309.55","93132.13","0.0","0.0","0.0","462294.16","0.0","0.0","0.0","462294.16","315342476.07","41652.05","45839444.89","975344.93","0.0","290027.97","47313778.65","9.92","100","91.6667","0","100.0","0.0","89.2694","88.7467","0.132318","13.7574","12.2812","12.1466","721987.3586","122.4457","185216.74","1914234.43","0.0","0.0","1914234.43","1890490.31","0.0","0.0","208960.85"
"688","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Magadi Road","Magadi Road","HT","HT","HT2B1","23.2707","61.2707","N","N","11","22","2","24","22","0","22","0","20","2","22","26982634.17","0.0","26982634.17","200617696.71","0.0","200617696.71","190809076.48","0.0","190809076.48","0.0","0.0","17213600.97","0.0","17213600.97","59546.09","17154054.88","0.0","26982634.17","534077.28","23533.56","2840521.54","30457536.29","26982634.17","13429117.77","490911.53","40902663.47","171664051.72","13429117.77","490911.53","0.0","15111274.03","200695355.05","1451399.32","0.0","0.0","1451399.32","337812.94","0.0","0.0","0.0","6183.65","343996.59","200617696.71","15105090.38","190809076.48","471542.6","0.0","17243507.08","209703151.13","1155364.85","0.0","0.0","1155364.85","2218952.09","49856.76","0.0","0.0","0.0","97284.63","0.0","0.0","0.0","97284.63","210761231.36","21193.89","36770060.51","553446.2","0.0","702104.84","38150810.52","9.92","100","90.9091","0","100.0","0.0","87.193","86.7984","0.156967","14.1196","12.3113","12.1824","782436.4079","122.8066","76769.74","1227454.21","0.0","0.0","1227454.21","1179024.97","0.0","0.0","125198.97"
"689","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Magadi Road","Magadi Road","HT","HT","HT2B2","23.2737","61.2737","N","N","11","34","3","37","34","0","34","0","31","3","34","69079491.72","0.0","69079491.72","305584953.44","0.0","305584953.44","322655442.76","0.0","322655442.76","0.0","0.0","25653689.59","0.0","25653689.59","48040.15","25605649.44","0.0","69079491.72","1450013.06","55063.8","3245402.83","74053773.58","69079491.72","20332929.92","1316166.83","90728588.47","261503114.62","20332929.92","1316166.83","0.0","24068497.48","307220708.86","2212892.26","0.0","0.0","2212892.26","1429246.94","0.0","0.0","0.0","9809.63","1439056.57","305584953.44","24058687.85","322655442.76","1284605.97","0.0","26658930.11","351844694.73","1813586.79","0.0","0.0","1813586.79","2614328.33","91003.67","0.0","0.0","0.0","618859.09","0.0","0.0","0.0","618859.09","353039422.43","265735.37","51743267.03","1481573.92","0.0","645160.57","54124409.07","9.92","100","91.1765","0","100.0","0.0","88.5788","88.4145","0.135256","15.5986","13.8171","13.7152","754520.282","138.2578","223802.17","1276321.27","0.0","0.0","1276321.27","1245715.89","0.0","0.0","254407.55"
"690","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Magadi Road","Magadi Road","HT","HT","HT2C1","23.2708","61.2708","N","N","11","45","3","48","45","0","45","0","42","3","45","56835257.16","0.0","56835257.16","452453480.18","0.0","452453480.18","420877821.4","0.0","420877821.4","0.0","0.0","31165442.84","0.0","31165442.84","1920.21","31163522.63","0.0","56835257.16","1599680.32","41179.32","5536140.34","64405061.33","56835257.16","33526396.13","997438.76","91359092.04","383629793.81","33526396.13","997438.76","0.0","33126215.47","451279844.17","1103450.35","0.0","0.0","1103450.35","1327433.76","0.0","0.0","0.0","52268.69","1379702.44","452453480.18","33073946.79","420877821.4","953083.23","0.0","36943062.91","461902153.18","1921620.87","0.0","0.0","1921620.87","5643242.18","222374.91","0.0","0.0","0.0","1034156.95","0.0","0.0","0.0","1034156.95","462789617.1","271348.15","88139567.78","1644035.86","0.0","1667024.22","91989014.65","9.92","100","93.3333","0","100.0","0.0","85.9866","85.1215","0.169178","17.447","15.002","14.821","692565.3964","149.405","392804.18","3273768.25","0.0","0.0","3273768.25","3128185.64","0.0","0.0","538386.79"
"691","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Magadi Road","Magadi Road","LT","LT1","LT1-M","23.1017","61.1017","N","N","Upto 11","2342","178","2520","2342","0","2342","0","2165","177","2342","541623.04","0.0","541623.04","3095487.69","0.0","3095487.69","3053775.74","0.0","3053775.74","21623.93","0.0","502340.6","0.0","523964.54","1767.84","522196.69","0.0","541623.04","13208.39","440.05","31417.28","586688.77","541623.04","228620.98","9919.98","780164.0","2614693.37","228620.98","9919.98","0.0","223972.11","3077206.43","18724.01","0.0","0.0","18724.01","15011.6","0.0","0.0","0.0","380.64","15392.24","3095487.69","223591.47","3053775.74","9597.7","0.0","247092.44","3310465.88","30024.59","0.0","0.0","30024.59","35449.09","1353.75","0.0","0.0","0.0","10631.84","0.0","0.0","0.0","10631.84","3329858.63","383.21","582951.78","13530.66","0.0","7916.31","604398.75","9.92","100","92.4424","0","95.873","4.127","86.3218","85.8218","0.15593","7.3976","6.3858","6.3181","223.7252","63.6906","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"692","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Magadi Road","Magadi Road","LT","LT2","LT2A1-N","23.1117","61.1117","N","N","Upto 11","56507","4301","60808","56507","0","56507","0","52240","4267","56507","102545123.66","0.0","102545123.66","471456982.2","0.0","471456982.2","497178754.92","0.0","497178754.92","2349028.76","0.0","66589070.12","0.0","68938098.88","187271.75","68750827.13","0.0","102545123.66","2455072.11","137324.25","7412103.96","112549623.98","102545123.66","34086983.02","2039468.92","138671575.59","400463463.51","34086983.02","2039468.92","0.0","37590102.34","474180017.78","1629436.97","0.0","0.0","1629436.97","2888822.15","0.0","0.0","0.0","82771.3","2971593.45","471456982.2","37507331.04","497178754.92","2015831.62","0.0","44480634.06","543675220.61","1501219.93","0.0","0.0","1501219.93","4657338.47","171603.72","0.0","0.0","0.0","573799.5","0.0","0.0","0.0","573799.5","544602641.03","432008.5","76391342.43","2478709.4","0.0","438800.94","79308852.77","9.92","100","92.4487","0","96.5926","3.4074","89.2351","88.7124","0.129066","8.9135","7.954","7.8864","1219.9922","79.5003","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"693","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Magadi Road","Magadi Road","LT","LT2","LT2A1FL","23.1147","61.1147","N","N","Upto 11","889","68","957","889","0","889","0","822","67","889","1964455.8","0.0","1964455.8","9192850.44","0.0","9192850.44","9553480.26","0.0","9553480.26","35491.76","0.0","907997.53","0.0","943489.29","1988.62","941500.67","0.0","1964455.8","27843.92","2841.83","156259.51","2151401.06","1964455.8","677740.68","22814.08","2665010.56","7799558.74","677740.68","22814.08","0.0","662595.52","9162709.03","33942.7","0.0","0.0","33942.7","41760.53","0.0","0.0","0.0","3019.34","44779.87","9192850.44","659576.19","9553480.26","22322.16","0.0","801198.67","10377001.09","19053.41","0.0","0.0","19053.41","147466.0","6608.81","0.0","0.0","0.0","25759.38","0.0","0.0","0.0","25759.38","10370295.12","8040.15","1595785.82","28335.85","0.0","14637.03","1638758.7","9.92","100","92.4634","0","96.2382","3.7618","88.7267","87.7346","0.138156","12.5721","11.1548","10.9985","1061.2928","110.8723","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"694","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Magadi Road","Magadi Road","LT","LT3","LT3-N","23.1217","61.1217","N","N","Upto 11","11112","846","11958","11112","0","11112","0","10273","839","11112","210340461.83","0.0","210340461.83","1161862817.47","0.0","1161862817.47","1190722005.69","0.0","1190722005.69","2233161.77","0.0","95584231.96","0.0","97817393.73","334414.93","97482978.8","0.0","210340461.83","5999356.76","248970.09","13891947.0","230915272.37","210340461.83","82964131.24","2268022.31","295572615.38","993864297.87","82964131.24","2268022.31","0.0","90830835.26","1169927286.67","3091988.51","0.0","0.0","3091988.51","5557776.0","0.0","0.0","0.0","377623.5","5935399.5","1161862817.47","90453211.75","1190722005.69","2242628.63","0.0","103550264.46","1301283050.59","11723518.53","0.0","0.0","11723518.53","10082862.36","342194.75","0.0","0.0","0.0","3414872.18","0.0","0.0","0.0","3414872.18","1309591696.94","208505.73","181272767.88","6024750.44","0.0","794894.3","188580939.92","9.92","100","92.4496","0","97.717","2.283","89.2941","88.7945","0.128409","15.0136","13.4063","13.3032","8802.8612","134.1047","434536.69","4822142.43","0.0","0.0","4822142.43","4768151.81","0.0","0.0","488527.31"
"695","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Magadi Road","Magadi Road","LT","LT5","LT5-N","23.1517","61.1517","N","N","Upto 11","3986","303","4289","3986","0","3986","0","3685","301","3986","122922466.15","0.0","122922466.15","593709129.13","0.0","593709129.13","632873279.06","0.0","632873279.06","1170130.75","0.0","50040999.77","0.0","51211130.53","11957.58","51199172.95","0.0","122922466.15","2751067.56","96096.74","7229137.45","133156375.84","122922466.15","40304466.08","1165950.06","164392882.3","514009877.89","40304466.08","1165950.06","0.0","43225794.25","598706088.28","65177.57","0.0","0.0","65177.57","3306758.61","0.0","0.0","0.0","9659.95","3316418.56","593709129.13","43216134.3","632873279.06","1158519.65","0.0","50133390.72","686563002.78","714299.35","0.0","0.0","714299.35","9649401.63","169032.09","0.0","0.0","0.0","77158.13","0.0","0.0","0.0","77158.13","687200144.0","74785.8","83683530.43","2758497.96","0.0","311881.03","86926896.24","9.92","100","92.4486","0","97.7151","2.2849","91.2271","89.9704","0.113903","14.9023","13.5949","13.4065","12847.7498","135.1464","157607.94","2413192.22","0.0","0.0","2413192.22","2397813.34","0.0","0.0","172986.82"
"696","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Magadi Road","Magadi Road","LT","LT4","LT4-N","23.1417","61.1417","N","N","Upto 11","889","68","957","889","0","889","0","822","67","889","1402156.24","0.0","1402156.24","11256449.08","0.0","11256449.08","10752918.13","0.0","10752918.13","133935.5","0.0","3635954.91","0.0","3769890.41","6384.9","3763505.51","0.0","1402156.24","30500.46","972.89","107924.24","1541553.83","1402156.24","741323.44","23171.6","2166651.28","9677988.8","741323.44","23171.6","0.0","836638.29","11279122.13","66379.2","0.0","0.0","66379.2","16908.99","0.0","0.0","0.0","972.28","17881.27","11256449.08","835666.02","10752918.13","22487.28","0.0","916667.03","11692072.43","65228.11","0.0","0.0","65228.11","115583.76","5236.62","0.0","0.0","0.0","4639.0","0.0","0.0","0.0","4639.0","11752661.54","216.48","1905470.71","31184.78","0.0","26923.23","1963578.72","9.92","100","92.4634","0","96.4472","3.5528","87.3855","86.9572","0.145319","3.5842","3.1321","3.1014","4240.5966","31.2645","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"697","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Mudalapalya","Mudalapalya","HT","HT","HT1","23.2507","61.2507","N","N","11","26","2","28","26","0","26","0","24","2","26","43070564.67","0.0","43070564.67","276858942.68","0.0","276858942.68","275812573.76","0.0","275812573.76","0.0","0.0","22939642.41","0.0","22939642.41","24783.64","22914858.77","0.0","43070564.67","682090.94","37201.09","4685140.09","48746839.27","43070564.67","18910367.54","380696.45","62361628.66","238245284.44","18910367.54","380696.45","0.0","20767370.8","278303719.23","1638296.33","0.0","0.0","1638296.33","1606766.07","0.0","0.0","0.0","33734.26","1640500.32","276858942.68","20733636.54","275812573.76","373249.03","0.0","24954593.06","302584694.44","1451573.57","0.0","0.0","1451573.57","4355654.47","118240.36","0.0","0.0","0.0","64998.24","0.0","0.0","0.0","64998.24","303971269.77","155757.92","43961175.67","689538.36","0.0","464183.57","45415557.71","9.92","100","92.3077","0","100.0","0.0","89.669","88.8217","0.132676","14.9219","13.3803","13.1905","882293.9388","132.9685","271842.49","1473096.21","0.0","0.0","1473096.21","1444278.58","0.0","0.0","300660.11"
"698","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Mudalapalya","Mudalapalya","HT","HT","HT2A1-N","23.2607","61.2607","N","N","Upto 11","20","1","21","20","0","20","0","19","1","20","41307154.38","0.0","41307154.38","196964336.59","0.0","196964336.59","207585981.53","0.0","207585981.53","0.0","0.0","19421440.82","0.0","19421440.82","6234.15","19415206.67","0.0","41307154.38","661032.89","33539.21","3865031.79","45933127.99","41307154.38","13977819.48","753859.73","56038833.58","167482364.37","13977819.48","753859.73","0.0","15689373.05","197903416.62","286453.07","0.0","0.0","286453.07","267839.25","0.0","0.0","0.0","7121.73","274960.97","196964336.59","15682251.33","207585981.53","749514.21","0.0","19441686.29","228529113.23","2006726.97","0.0","0.0","2006726.97","2142404.38","24556.43","0.0","0.0","0.0","258387.91","0.0","0.0","0.0","258387.91","230277452.29","70579.64","30614929.8","665378.4","0.0","105596.83","31456634.29","9.92","100","95.0","0","100.0","0.0","90.7339","89.9926","0.123734","13.0901","11.8772","11.7668","971072.0411","118.6174","66369.72","756290.72","0.0","0.0","756290.72","751931.2","0.0","0.0","70729.25"
"699","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Mudalapalya","Mudalapalya","HT","HT","HT2A2-N","23.2237","61.2617","N","N","Upto 11","27","2","29","27","0","27","0","25","2","27","43361788.82","0.0","43361788.82","315675671.11","0.0","315675671.11","308977064.22","0.0","308977064.22","0.0","0.0","27179318.79","0.0","27179318.79","26072.16","27153246.63","0.0","43361788.82","606740.65","49126.92","4253798.88","48452958.44","43361788.82","23114421.23","652303.12","67128513.16","266868090.71","23114421.23","652303.12","0.0","24263046.48","314897861.54","2490593.12","0.0","0.0","2490593.12","1216461.41","0.0","0.0","0.0","112631.95","1329093.36","315675671.11","24150414.53","308977064.22","649668.89","0.0","28401684.49","338938799.83","1979084.65","0.0","0.0","1979084.65","2814327.61","127585.2","0.0","0.0","0.0","1093001.52","0.0","0.0","0.0","1093001.52","339824882.96","21163.99","50039231.72","609374.87","0.0","2528.91","50836330.03","9.92","100","92.5926","0","100.0","0.0","88.8786","88.7213","0.132208","14.1474","12.574","12.4705","1006641.4365","125.7104","181503.18","914073.57","0.0","0.0","914073.57","910382.22","0.0","0.0","185194.52"
"700","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Mudalapalya","Mudalapalya","HT","HT","HT2B1","23.2707","61.2707","N","N","11","21","2","23","21","0","21","0","19","2","21","48620555.2","0.0","48620555.2","193041052.99","0.0","193041052.99","212931707.34","0.0","212931707.34","0.0","0.0","15183214.39","0.0","15183214.39","35032.28","15148182.11","0.0","48620555.2","972102.9","29167.21","2841127.43","52550313.67","48620555.2","13367706.21","424856.19","62413117.6","165542517.67","13367706.21","424856.19","0.0","13767234.46","193102314.53","668759.61","0.0","0.0","668759.61","755349.07","0.0","0.0","0.0","40969.16","796318.22","193041052.99","13726265.31","212931707.34","422413.41","0.0","16512869.41","230948599.81","985119.8","0.0","0.0","985119.8","2847806.93","117476.34","0.0","0.0","0.0","60454.53","0.0","0.0","0.0","60454.53","231873265.08","119196.71","28610704.15","974545.68","0.0","54523.33","29733388.95","9.92","100","90.4762","0","100.0","0.0","91.2611","90.3854","0.116063","16.8729","15.3983","15.2108","723010.2093","153.3345","87360.93","1087864.51","0.0","0.0","1087864.51","1081609.65","0.0","0.0","93615.78"
"701","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Mudalapalya","Mudalapalya","HT","HT","HT2B2","23.2737","61.2737","N","N","11","29","2","31","29","0","29","0","27","2","29","49632736.46","0.0","49632736.46","228623725.51","0.0","228623725.51","233115938.96","0.0","233115938.96","0.0","0.0","26398800.43","0.0","26398800.43","26582.52","26372217.92","0.0","49632736.46","1326962.84","55856.76","3495849.36","54613665.01","49632736.46","16905480.93","589678.97","67127896.36","193027564.18","16905480.93","589678.97","0.0","16346427.91","226869151.99","845363.21","0.0","0.0","845363.21","239521.68","0.0","0.0","0.0","56870.7","296392.38","228623725.51","16289557.21","233115938.96","566485.6","0.0","19061837.0","253887918.58","1903723.38","0.0","0.0","1903723.38","3531758.91","32928.09","0.0","0.0","0.0","751065.04","0.0","0.0","0.0","751065.04","255040576.92","132280.52","45008242.49","1350156.21","0.0","723569.57","47231052.09","9.92","100","93.1034","0","100.0","0.0","87.3075","86.3573","0.160191","11.1688","9.7512","9.6174","910303.4632","96.9496","102259.58","1190481.25","0.0","0.0","1190481.25","1143657.01","0.0","0.0","149083.82"
